================ Training Loss (Sat Nov 28 21:18:26 2020) ================
(epoch: 2, iters: 6700, time: 0.089, data: 0.155) D_A: 0.180 G_A: 0.357 cycle_A: 0.316 idt_A: 0.175 D_B: 0.208 G_B: 0.181 cycle_B: 0.383 idt_B: 0.153 
(epoch: 3, iters: 13400, time: 0.080, data: 0.002) D_A: 0.227 G_A: 0.245 cycle_A: 0.337 idt_A: 0.186 D_B: 0.151 G_B: 0.188 cycle_B: 0.313 idt_B: 0.158 
(epoch: 4, iters: 20100, time: 0.084, data: 0.001) D_A: 0.160 G_A: 0.747 cycle_A: 0.345 idt_A: 0.168 D_B: 0.420 G_B: 0.281 cycle_B: 0.305 idt_B: 0.198 
(epoch: 5, iters: 26800, time: 0.079, data: 0.001) D_A: 0.135 G_A: 0.351 cycle_A: 0.395 idt_A: 0.160 D_B: 0.204 G_B: 0.596 cycle_B: 0.235 idt_B: 0.179 
(epoch: 6, iters: 33500, time: 0.077, data: 0.002) D_A: 0.304 G_A: 0.203 cycle_A: 0.425 idt_A: 0.321 D_B: 0.192 G_B: 0.398 cycle_B: 0.429 idt_B: 0.237 
(epoch: 7, iters: 40200, time: 0.079, data: 0.001) D_A: 0.205 G_A: 0.268 cycle_A: 0.376 idt_A: 0.181 D_B: 0.211 G_B: 0.526 cycle_B: 0.508 idt_B: 0.235 
(epoch: 8, iters: 46900, time: 0.078, data: 0.001) D_A: 0.342 G_A: 0.148 cycle_A: 0.325 idt_A: 0.174 D_B: 0.110 G_B: 0.453 cycle_B: 0.312 idt_B: 0.172 
(epoch: 9, iters: 53600, time: 0.078, data: 0.001) D_A: 0.292 G_A: 0.389 cycle_A: 0.356 idt_A: 0.162 D_B: 0.145 G_B: 0.757 cycle_B: 0.327 idt_B: 0.164 
(epoch: 10, iters: 60300, time: 0.078, data: 0.001) D_A: 0.222 G_A: 0.317 cycle_A: 0.477 idt_A: 0.209 D_B: 0.067 G_B: 0.351 cycle_B: 0.481 idt_B: 0.198 
(epoch: 11, iters: 67000, time: 0.090, data: 0.001) D_A: 0.188 G_A: 0.710 cycle_A: 0.409 idt_A: 0.154 D_B: 0.158 G_B: 0.490 cycle_B: 0.390 idt_B: 0.169 
(epoch: 12, iters: 73700, time: 0.078, data: 0.001) D_A: 0.199 G_A: 0.367 cycle_A: 0.439 idt_A: 0.345 D_B: 0.097 G_B: 0.541 cycle_B: 0.780 idt_B: 0.216 
